n,media,ic_inferior,ic_superior,valor_teorico
1000,0.7575251634029333,0.7071802659073333,0.8078700608985333,0.9000000000000002
100000,0.7360540462322713,0.7310819452998932,0.7410261471646494,0.9000000000000002
10000000,0.7353366735195012,0.7348383385368374,0.7358350085021649,0.9000000000000002
